id,dataset,label,subtype,subject,body,style,sender_type,difficulty,ner_organizations,ner_people,ner_locations,ner_job_titles,ner_dates,ner_urls
JOB-01439,job_search,application_notification,application_status_update,Your application has been submitted,Your application for Financial Analyst at BrightPath Energy was successfully submitted. This confirmation does not indicate a hiring decision. We appreciate your interest and will review your information.,semi_automated,hr,easy,BrightPath Energy,,,Financial Analyst,,
JOB-01440,job_search,rejection,other_candidates,Application outcome,The review for the Machine Learning Engineer position is now complete. We will be moving forward with another candidate. Thank you for your interest in Atlas Software.,automated,company,medium,Atlas Software,,,Machine Learning Engineer,,
JOB-01441,job_search,acceptance_progression,offer,Next step in your application,"We are pleased to let you know that your application has progressed to the next stage. Please provide your availability for an interview with the hiring team.

Best regards,
Alex Nielsen",semi_automated,ats,easy,,Alex Nielsen,,,,
JOB-01442,job_search,application_notification,other_application_system,Your application has been submitted,Your application for Data Analyst at Cedar Digital was successfully submitted. This confirmation does not indicate a hiring decision. We appreciate your interest and will review your information.,human,hiring_manager,medium,Cedar Digital,,,Data Analyst,,
JOB-01443,job_search,acceptance_progression,first_interview,Interview invitation — Project Coordinator,We have reviewed your application for the Project Coordinator position at Horizon Labs and would like to invite you to the next stage of the process. Please use https://example.test/schedule to select a convenient time.,automated,company,hard,Horizon Labs,,,Project Coordinator,,https://example.test/schedule
JOB-01444,job_search,application_notification,application_received,Your application has been submitted,Your application for Marketing Manager at Northstar Technologies was successfully submitted. This confirmation does not indicate a hiring decision. We appreciate your interest and will review your information.,automated,recruiter,hard,Northstar Technologies,,,Marketing Manager,,
JOB-01445,job_search,acceptance_progression,final_interview,Assessment invitation,We would like to invite you to complete the next stage of our selection process. The assessment will help the team evaluate your skills for the Software Engineer role.,automated,hiring_manager,medium,,,,Software Engineer,,
JOB-01446,job_search,application_notification,thank_you_for_applying,Application received — Operations Specialist,Thank you for your interest in the Operations Specialist position at Oakridge Financial. We have received your application and our hiring team will review it. We will contact you if there is a suitable next step.,human,hr,hard,Oakridge Financial,,,Operations Specialist,,
JOB-01447,job_search,application_notification,application_received,Application received — Data Analyst,Thank you for your interest in the Data Analyst position at Meridian Health. We have received your application and our hiring team will review it. We will contact you if there is a suitable next step.,automated,ats,easy,Meridian Health,,,Data Analyst,,
JOB-01448,job_search,application_notification,other_application_system,Application received — Customer Success Manager,Thank you for your interest in the Customer Success Manager position at Horizon Labs. We have received your application and our hiring team will review it. We will contact you if there is a suitable next step.,human,hr,medium,Horizon Labs,,,Customer Success Manager,,
JOB-01449,job_search,acceptance_progression,second_interview,Interview invitation — Product Manager,We have reviewed your application for the Product Manager position at Atlas Software and would like to invite you to the next stage of the process. Please use https://example.test/schedule to select a convenient time.,automated,hiring_manager,hard,Atlas Software,,,Product Manager,,https://example.test/schedule
JOB-01450,job_search,rejection,other_candidates,Application outcome,The review for the Customer Success Manager position is now complete. We will be moving forward with another candidate. Thank you for your interest in Oakridge Financial.,automated,hr,hard,Oakridge Financial,,,Customer Success Manager,,
JOB-01451,job_search,acceptance_progression,direct_acceptance,Next step in your application,We are pleased to let you know that your application has progressed to the next stage. Please provide your availability for an interview with the hiring team.,automated,recruiter,medium,,,,,,
JOB-01452,job_search,acceptance_progression,availability_request,Next step in your application,"Hello Jordan,

We are pleased to let you know that your application has progressed to the next stage. Please provide your availability for an interview with the hiring team.

The interview team is based in Amsterdam.",automated,company,easy,,,Amsterdam,,,
JOB-01453,job_search,rejection,generic_automated_rejection,Recruitment update,"We were impressed by your background and appreciated the opportunity to learn more about you. At this stage, however, we have chosen to take the process in a different direction.",automated,ats,medium,,,,,,
JOB-01454,job_search,acceptance_progression,recruiter_screen,Assessment invitation,"We would like to invite you to complete the next stage of our selection process. The assessment will help the team evaluate your skills for the UX Designer role.

Best regards,
Daniel Nielsen",automated,recruiter,adversarial,,Daniel Nielsen,,UX Designer,,
JOB-01455,job_search,rejection,post_interview,Update on your Business Analyst application,"Thank you for applying for the Business Analyst position at Silverline Systems. After careful consideration, we have decided not to move forward with your application at this time.",automated,hiring_manager,easy,Silverline Systems,,,Business Analyst,,
JOB-01456,job_search,acceptance_progression,first_interview,Interview invitation — Machine Learning Engineer,We have reviewed your application for the Machine Learning Engineer position at Atlas Software and would like to invite you to the next stage of the process. Please use https://example.test/schedule to select a convenient time.,semi_automated,ats,adversarial,Atlas Software,,,Machine Learning Engineer,,https://example.test/schedule
JOB-01457,job_search,rejection,personalized_recruiter,Application outcome,The review for the Business Analyst position is now complete. We will be moving forward with another candidate. Thank you for your interest in BrightPath Energy.,semi_automated,recruiter,medium,BrightPath Energy,,,Business Analyst,,
JOB-01458,job_search,rejection,post_application_review,Application outcome,The review for the Content Strategist position is now complete. We will be moving forward with another candidate. Thank you for your interest in Horizon Labs.,semi_automated,recruiter,easy,Horizon Labs,,,Content Strategist,,
JOB-01459,job_search,application_notification,application_submitted,Application received — Financial Analyst,Thank you for your interest in the Financial Analyst position at Horizon Labs. We have received your application and our hiring team will review it. We will contact you if there is a suitable next step.,human,hiring_manager,easy,Horizon Labs,,,Financial Analyst,,
JOB-01460,job_search,acceptance_progression,assessment,Next step in your application,We are pleased to let you know that your application has progressed to the next stage. Please provide your availability for an interview with the hiring team.,automated,hiring_manager,medium,,,,,,
JOB-01461,job_search,application_notification,thank_you_for_applying,More opportunities for you,"Thank you for applying for Machine Learning Engineer. While your application is being reviewed, you may also be interested in other roles that match your profile at Aurora Mobility.",human,recruiter,medium,Aurora Mobility,,,Machine Learning Engineer,,
JOB-01462,job_search,acceptance_progression,second_interview,Assessment invitation,We would like to invite you to complete the next stage of our selection process. The assessment will help the team evaluate your skills for the Marketing Manager role.,human,ats,easy,,,,Marketing Manager,,
JOB-01463,job_search,application_notification,application_received,Your application has been submitted,Your application for Software Engineer at Oakridge Financial was successfully submitted. This confirmation does not indicate a hiring decision. We appreciate your interest and will review your information.,semi_automated,ats,easy,Oakridge Financial,,,Software Engineer,,
JOB-01464,job_search,application_notification,thank_you_for_applying,Thanks for applying to BluePeak Analytics,We appreciate your interest in the Software Engineer opportunity. Your application is now with our recruitment team. You do not need to take any further action at this time.,human,hr,medium,BluePeak Analytics,,,Software Engineer,,
JOB-01465,job_search,rejection,post_application_review,Recruitment update,"We were impressed by your background and appreciated the opportunity to learn more about you. At this stage, however, we have chosen to take the process in a different direction.",human,hr,medium,,,,,,
JOB-01466,job_search,rejection,personalized_recruiter,Update on your Business Analyst application,"Thank you for applying for the Business Analyst position at Vertex Consulting. After careful consideration, we have decided not to move forward with your application at this time.

Best regards,
Taylor Wilson",semi_automated,hr,easy,Vertex Consulting,Taylor Wilson,,Business Analyst,,
JOB-01467,job_search,acceptance_progression,move_forward,Next step in your application,We are pleased to let you know that your application has progressed to the next stage. Please provide your availability for an interview with the hiring team.,human,hr,medium,,,,,,
JOB-01468,job_search,application_notification,application_received,Application received — Financial Analyst,Thank you for your interest in the Financial Analyst position at Vertex Consulting. We have received your application and our hiring team will review it. We will contact you if there is a suitable next step. Please note that this message is only a confirmation that we received your application.,human,company,easy,Vertex Consulting,,,Financial Analyst,,
JOB-01469,job_search,acceptance_progression,first_interview,Assessment invitation,We would like to invite you to complete the next stage of our selection process. The assessment will help the team evaluate your skills for the Product Manager role.,automated,ats,hard,,,,Product Manager,,
JOB-01470,job_search,application_notification,application_under_review,Your application has been submitted,Your application for Software Engineer at Meridian Health was successfully submitted. This confirmation does not indicate a hiring decision. We appreciate your interest and will review your information. Please note that this message is only a confirmation that we received your application.,human,ats,medium,Meridian Health,,,Software Engineer,,
JOB-01471,job_search,acceptance_progression,first_interview,Next step in your application,"We are pleased to let you know that your application has progressed to the next stage. Please provide your availability for an interview with the hiring team.

Best regards,
Noah Patel",automated,hiring_manager,medium,,Noah Patel,,,,
JOB-01472,job_search,acceptance_progression,assessment,Offer from Oakridge Financial,"Hello Liam,

We are pleased to offer you the Project Coordinator position. The offer details, proposed start date, and terms are available in the candidate portal at https://example.test/offer.

The interview team is based in Stockholm.",automated,hiring_manager,hard,Oakridge Financial,,Stockholm,Project Coordinator,,https://example.test/offer.
JOB-01473,job_search,rejection,different_direction,Application outcome,The review for the Software Engineer position is now complete. We will be moving forward with another candidate. Thank you for your interest in Silverline Systems.,automated,hiring_manager,easy,Silverline Systems,,,Software Engineer,,
JOB-01474,job_search,rejection,different_direction,Recruitment update,"We were impressed by your background and appreciated the opportunity to learn more about you. At this stage, however, we have chosen to take the process in a different direction.",semi_automated,hiring_manager,easy,,,,,,
JOB-01475,job_search,rejection,different_direction,Your application with Vertex Consulting,We appreciate the time you invested in the recruitment process. We have decided to continue with other candidates whose experience more closely matches the current requirements.,automated,hiring_manager,easy,Vertex Consulting,,,,,
JOB-01476,job_search,acceptance_progression,availability_request,Offer from Northstar Technologies,"We are pleased to offer you the Frontend Developer position. The offer details, proposed start date, and terms are available in the candidate portal at https://example.test/offer.",human,company,easy,Northstar Technologies,,,Frontend Developer,,https://example.test/offer.
JOB-01477,job_search,rejection,other_candidates,Recruitment update,"We were impressed by your background and appreciated the opportunity to learn more about you. At this stage, however, we have chosen to take the process in a different direction.",automated,hiring_manager,medium,,,,,,
JOB-01478,job_search,acceptance_progression,assessment,Offer from Oakridge Financial,"Hello Noah,

We are pleased to offer you the Marketing Manager position. The offer details, proposed start date, and terms are available in the candidate portal at https://example.test/offer.

The interview team is based in Munich.",human,hiring_manager,hard,Oakridge Financial,,Munich,Marketing Manager,,https://example.test/offer.
JOB-01479,job_search,application_notification,application_status_update,Thanks for applying to Northstar Technologies,We appreciate your interest in the Financial Analyst opportunity. Your application is now with our recruitment team. You do not need to take any further action at this time.,automated,hiring_manager,adversarial,Northstar Technologies,,,Financial Analyst,,
JOB-01480,job_search,application_notification,application_status_update,Application status update,Your application for Customer Success Manager is currently under review. We are assessing applications against the requirements of the role and will provide an update when the review is complete. Please note that this message is only a confirmation that we received your application.,human,hiring_manager,easy,,,,Customer Success Manager,,
JOB-01481,job_search,application_notification,application_received,Your application has been submitted,Your application for Customer Success Manager at BrightPath Energy was successfully submitted. This confirmation does not indicate a hiring decision. We appreciate your interest and will review your information.,human,hr,easy,BrightPath Energy,,,Customer Success Manager,,
JOB-01482,job_search,application_notification,application_received,Application received — Financial Analyst,Thank you for your interest in the Financial Analyst position at BluePeak Analytics. We have received your application and our hiring team will review it. We will contact you if there is a suitable next step.,human,hr,easy,BluePeak Analytics,,,Financial Analyst,,
JOB-01483,job_search,rejection,different_direction,Your application with Silverline Systems,We appreciate the time you invested in the recruitment process. We have decided to continue with other candidates whose experience more closely matches the current requirements.,human,hr,adversarial,Silverline Systems,,,,,
JOB-01484,job_search,acceptance_progression,second_interview,Offer from Atlas Software,"We are pleased to offer you the UX Designer position. The offer details, proposed start date, and terms are available in the candidate portal at https://example.test/offer.

Best regards,
Jordan Andersson",automated,company,medium,Atlas Software,Jordan Andersson,,UX Designer,,https://example.test/offer.
JOB-01485,job_search,rejection,different_direction,Update on your Data Analyst application,"Thank you for applying for the Data Analyst position at Lighthouse Cloud. After careful consideration, we have decided not to move forward with your application at this time.",human,ats,easy,Lighthouse Cloud,,,Data Analyst,,
JOB-01486,job_search,acceptance_progression,final_interview,Next step in your application,We are pleased to let you know that your application has progressed to the next stage. Please provide your availability for an interview with the hiring team.,automated,ats,easy,,,,,,
JOB-01487,job_search,acceptance_progression,assessment,Interview invitation — Project Coordinator,We have reviewed your application for the Project Coordinator position at Aurora Mobility and would like to invite you to the next stage of the process. Please use https://example.test/schedule to select a convenient time.,human,company,hard,Aurora Mobility,,,Project Coordinator,,https://example.test/schedule
JOB-01488,job_search,acceptance_progression,availability_request,Assessment invitation,We would like to invite you to complete the next stage of our selection process. The assessment will help the team evaluate your skills for the Frontend Developer role.,human,hiring_manager,medium,,,,Frontend Developer,,
JOB-01489,job_search,rejection,generic_automated_rejection,Your application with Northstar Technologies,We appreciate the time you invested in the recruitment process. We have decided to continue with other candidates whose experience more closely matches the current requirements.,automated,hr,easy,Northstar Technologies,,,,,
JOB-01490,job_search,acceptance_progression,assessment,Offer from Redwood Solutions,"We are pleased to offer you the Sales Development Representative position. The offer details, proposed start date, and terms are available in the candidate portal at https://example.test/offer.",semi_automated,ats,easy,Redwood Solutions,,,Sales Development Representative,,https://example.test/offer.
JOB-01491,job_search,rejection,post_final_interview,Your application with BrightPath Energy,We appreciate the time you invested in the recruitment process. We have decided to continue with other candidates whose experience more closely matches the current requirements.,semi_automated,hiring_manager,medium,BrightPath Energy,,,,,
JOB-01492,job_search,rejection,generic_automated_rejection,Your application with Lighthouse Cloud,We appreciate the time you invested in the recruitment process. We have decided to continue with other candidates whose experience more closely matches the current requirements.,semi_automated,ats,easy,Lighthouse Cloud,,,,,
JOB-01493,job_search,rejection,other_candidates,Application outcome,The review for the Content Strategist position is now complete. We will be moving forward with another candidate. Thank you for your interest in Summit Retail.,semi_automated,hiring_manager,hard,Summit Retail,,,Content Strategist,,
JOB-01494,job_search,application_notification,application_under_review,More opportunities for you,"Thank you for applying for Data Analyst. While your application is being reviewed, you may also be interested in other roles that match your profile at Summit Retail.",human,hiring_manager,easy,Summit Retail,,,Data Analyst,,
JOB-01495,job_search,rejection,other_candidates,Update on your Product Manager application,"Thank you for applying for the Product Manager position at Atlas Software. After careful consideration, we have decided not to move forward with your application at this time.",semi_automated,recruiter,medium,Atlas Software,,,Product Manager,,
JOB-01496,job_search,application_notification,application_under_review,Thanks for applying to Pinecrest Media,We appreciate your interest in the Project Coordinator opportunity. Your application is now with our recruitment team. You do not need to take any further action at this time.,semi_automated,hiring_manager,medium,Pinecrest Media,,,Project Coordinator,,
JOB-01497,job_search,acceptance_progression,first_interview,Offer from BrightPath Energy,"Hello Liam,

We are pleased to offer you the Project Coordinator position. The offer details, proposed start date, and terms are available in the candidate portal at https://example.test/offer.

The interview team is based in Oslo.",human,recruiter,hard,BrightPath Energy,,Oslo,Project Coordinator,,https://example.test/offer.
JOB-01498,job_search,application_notification,thank_you_for_applying,More opportunities for you,"Thank you for applying for Frontend Developer. While your application is being reviewed, you may also be interested in other roles that match your profile at Summit Retail.",human,ats,medium,Summit Retail,,,Frontend Developer,,
JOB-01499,job_search,rejection,generic_automated_rejection,Recruitment update,"We were impressed by your background and appreciated the opportunity to learn more about you. At this stage, however, we have chosen to take the process in a different direction.",automated,company,adversarial,,,,,,
JOB-01500,job_search,application_notification,recruiter_acknowledgement,Application received — Project Coordinator,Thank you for your interest in the Project Coordinator position at Lighthouse Cloud. We have received your application and our hiring team will review it. We will contact you if there is a suitable next step. Please note that this message is only a confirmation that we received your application.,semi_automated,hiring_manager,medium,Lighthouse Cloud,,,Project Coordinator,,
JOB-01501,job_search,rejection,different_direction,Recruitment update,"We were impressed by your background and appreciated the opportunity to learn more about you. At this stage, however, we have chosen to take the process in a different direction.",human,company,easy,,,,,,
JOB-01502,job_search,rejection,other_candidates,Application outcome,The review for the Marketing Manager position is now complete. We will be moving forward with another candidate. Thank you for your interest in Silverline Systems.,human,hiring_manager,medium,Silverline Systems,,,Marketing Manager,,
JOB-01503,job_search,rejection,post_final_interview,Regarding your application,Thank you for speaking with our team about the UX Designer role. we will not be progressing your application to the next stage.,automated,hiring_manager,hard,,,,UX Designer,,
JOB-01504,job_search,application_notification,application_submitted,More opportunities for you,"Thank you for applying for DevOps Engineer. While your application is being reviewed, you may also be interested in other roles that match your profile at Redwood Solutions. Please note that this message is only a confirmation that we received your application.",automated,ats,medium,Redwood Solutions,,,DevOps Engineer,,
JOB-01505,job_search,application_notification,thank_you_for_applying,Thanks for applying to Vertex Consulting,We appreciate your interest in the DevOps Engineer opportunity. Your application is now with our recruitment team. You do not need to take any further action at this time.,semi_automated,hr,hard,Vertex Consulting,,,DevOps Engineer,,
JOB-01506,job_search,acceptance_progression,other_progression,Next step in your application,We are pleased to let you know that your application has progressed to the next stage. Please provide your availability for an interview with the hiring team.,automated,hiring_manager,hard,,,,,,
JOB-01507,job_search,application_notification,thank_you_for_applying,Application status update,Your application for UX Designer is currently under review. We are assessing applications against the requirements of the role and will provide an update when the review is complete. Please note that this message is only a confirmation that we received your application.,human,ats,easy,,,,UX Designer,,
JOB-01508,job_search,rejection,generic_automated_rejection,Update on your Customer Success Manager application,"Thank you for applying for the Customer Success Manager position at Pinecrest Media. After careful consideration, we have will not be progressing with your application at this time.",semi_automated,hr,adversarial,Pinecrest Media,,,Customer Success Manager,,
JOB-01509,job_search,acceptance_progression,first_interview,Assessment invitation,We would like to invite you to complete the next stage of our selection process. The assessment will help the team evaluate your skills for the Data Analyst role.,semi_automated,hr,easy,,,,Data Analyst,,
JOB-01510,job_search,acceptance_progression,first_interview,We'd like to move forward,Thank you for speaking with us. The team enjoyed learning about your experience and would like to continue the conversation. We would like to arrange the next interview with you.,human,ats,easy,,,,,,
JOB-01511,job_search,application_notification,application_under_review,Your application has been submitted,"Your application for Sales Development Representative at BluePeak Analytics was successfully submitted. This confirmation does not indicate a hiring decision. We appreciate your interest and will review your information.

Best regards,
Casey Martin",semi_automated,hiring_manager,hard,BluePeak Analytics,Casey Martin,,Sales Development Representative,,
JOB-01512,job_search,rejection,other_candidates,Your application with Redwood Solutions,We appreciate the time you invested in the recruitment process. We have decided to continue with other candidates whose experience more closely matches the current requirements.,human,recruiter,easy,Redwood Solutions,,,,,
JOB-01513,job_search,rejection,post_interview,Your application with Vertex Consulting,We appreciate the time you invested in the recruitment process. We have decided to continue with other candidates whose experience more closely matches the current requirements.,automated,ats,medium,Vertex Consulting,,,,,
JOB-01514,job_search,application_notification,thank_you_for_applying,Thanks for applying to Meridian Health,We appreciate your interest in the Operations Specialist opportunity. Your application is now with our recruitment team. You do not need to take any further action at this time.,semi_automated,company,medium,Meridian Health,,,Operations Specialist,,
JOB-01515,job_search,application_notification,application_recommended_jobs,Application received — Data Analyst,Thank you for your interest in the Data Analyst position at BluePeak Analytics. We have received your application and our hiring team will review it. We will contact you if there is a suitable next step.,automated,hr,easy,BluePeak Analytics,,,Data Analyst,,
JOB-01516,job_search,rejection,generic_automated_rejection,Your application with Aurora Mobility,We appreciate the time you invested in the recruitment process. We have decided to continue with other candidates whose experience more closely matches the current requirements.,automated,company,easy,Aurora Mobility,,,,,
JOB-01517,job_search,acceptance_progression,offer,Next step in your application,"Hello Taylor,

We are pleased to let you know that your application has progressed to the next stage. Please provide your availability for an interview with the hiring team.

The interview team is based in Copenhagen.",human,hr,medium,,,Copenhagen,,,
JOB-01518,job_search,acceptance_progression,offer,Assessment invitation,We would like to invite you to complete the next stage of our selection process. The assessment will help the team evaluate your skills for the Frontend Developer role.,semi_automated,recruiter,hard,,,,Frontend Developer,,
JOB-01519,job_search,rejection,generic_automated_rejection,Application outcome,"The review for the UX Designer position is now complete. We will be moving forward with another candidate. Thank you for your interest in Pinecrest Media.

Best regards,
Morgan Johnson",semi_automated,ats,medium,Pinecrest Media,Morgan Johnson,,UX Designer,,
JOB-01520,job_search,application_notification,application_submitted,Application status update,Your application for Customer Success Manager is currently under review. We are assessing applications against the requirements of the role and will provide an update when the review is complete.,semi_automated,hiring_manager,easy,,,,Customer Success Manager,,
JOB-01521,job_search,acceptance_progression,first_interview,Assessment invitation,We would like to invite you to complete the next stage of our selection process. The assessment will help the team evaluate your skills for the UX Designer role.,automated,hr,easy,,,,UX Designer,,
JOB-01522,job_search,application_notification,application_under_review,Application received — Product Manager,Thank you for your interest in the Product Manager position at Horizon Labs. We have received your application and our hiring team will review it. We will contact you if there is a suitable next step. Please note that this message is only a confirmation that we received your application.,human,ats,easy,Horizon Labs,,,Product Manager,,
JOB-01523,job_search,application_notification,application_under_review,Thanks for applying to Vertex Consulting,We appreciate your interest in the DevOps Engineer opportunity. Your application is now with our recruitment team. You do not need to take any further action at this time.,human,hr,hard,Vertex Consulting,,,DevOps Engineer,,
JOB-01524,job_search,application_notification,thank_you_for_applying,Thanks for applying to Silverline Systems,We appreciate your interest in the Software Engineer opportunity. Your application is now with our recruitment team. You do not need to take any further action at this time. Please note that this message is only a confirmation that we received your application.,semi_automated,company,medium,Silverline Systems,,,Software Engineer,,
JOB-01525,job_search,rejection,generic_automated_rejection,Regarding your application,"Thank you for speaking with our team about the Product Manager role. Unfortunately, we will not be progressing your application to the next stage.",automated,ats,easy,,,,Product Manager,,
JOB-01526,job_search,rejection,generic_automated_rejection,Regarding your application,Thank you for speaking with our team about the Frontend Developer role. we will not be progressing your application to the next stage.,automated,hr,hard,,,,Frontend Developer,,
JOB-01527,job_search,acceptance_progression,move_forward,Interview invitation — Customer Success Manager,We have reviewed your application for the Customer Success Manager position at Cedar Digital and would like to invite you to the next stage of the process. Please use https://example.test/schedule to select a convenient time.,automated,hiring_manager,easy,Cedar Digital,,,Customer Success Manager,,https://example.test/schedule
JOB-01528,job_search,rejection,generic_automated_rejection,Regarding your application,"Thank you for speaking with our team about the Software Engineer role. Unfortunately, we will not be progressing your application to the next stage.",semi_automated,company,medium,,,,Software Engineer,,
JOB-01529,job_search,application_notification,application_received,Application status update,Your application for Financial Analyst is currently under review. We are assessing applications against the requirements of the role and will provide an update when the review is complete.,automated,company,easy,,,,Financial Analyst,,
JOB-01530,job_search,application_notification,application_received,Application status update,Your application for Content Strategist is currently under review. We are assessing applications against the requirements of the role and will provide an update when the review is complete.,human,hr,adversarial,,,,Content Strategist,,
JOB-01531,job_search,application_notification,application_recommended_jobs,Your application has been submitted,Your application for DevOps Engineer at Meridian Health was successfully submitted. This confirmation does not indicate a hiring decision. We appreciate your interest and will review your information.,semi_automated,recruiter,medium,Meridian Health,,,DevOps Engineer,,
JOB-01532,job_search,acceptance_progression,assessment,Interview invitation — Customer Success Manager,"We have reviewed your application for the Customer Success Manager position at BluePeak Analytics and would like to invite you to the next stage of the process. Please use https://example.test/schedule to select a convenient time.

Best regards,
Dana Davis",automated,ats,easy,BluePeak Analytics,Dana Davis,,Customer Success Manager,,https://example.test/schedule
JOB-01533,job_search,acceptance_progression,direct_acceptance,Assessment invitation,We would like to invite you to complete the next stage of our selection process. The assessment will help the team evaluate your skills for the DevOps Engineer role.,automated,hiring_manager,medium,,,,DevOps Engineer,,
JOB-01534,job_search,application_notification,application_recommended_jobs,Application received — Data Analyst,Thank you for your interest in the Data Analyst position at BluePeak Analytics. We have received your application and our hiring team will review it. We will contact you if there is a suitable next step.,automated,hr,hard,BluePeak Analytics,,,Data Analyst,,
JOB-01535,job_search,rejection,post_interview,Update on your Financial Analyst application,"Thank you for applying for the Financial Analyst position at BrightPath Energy. After careful consideration, we have decided not to move forward with your application at this time.",automated,hr,easy,BrightPath Energy,,,Financial Analyst,,
JOB-01536,job_search,application_notification,application_status_update,Application received — Financial Analyst,Thank you for your interest in the Financial Analyst position at Lighthouse Cloud. We have received your application and our hiring team will review it. We will contact you if there is a suitable next step.,human,ats,easy,Lighthouse Cloud,,,Financial Analyst,,
JOB-01537,job_search,rejection,post_final_interview,Update on your Machine Learning Engineer application,"Thank you for applying for the Machine Learning Engineer position at Pinecrest Media. After careful consideration, we have decided not to move forward with your application at this time.",human,company,medium,Pinecrest Media,,,Machine Learning Engineer,,
JOB-01538,job_search,acceptance_progression,final_interview,Offer from Aurora Mobility,"Hello Liam,

We are pleased to offer you the Software Engineer position. The offer details, proposed start date, and terms are available in the candidate portal at https://example.test/offer.

The interview team is based in Berlin.",human,company,hard,Aurora Mobility,,Berlin,Software Engineer,,https://example.test/offer.
JOB-01539,job_search,rejection,generic_automated_rejection,Your application with Lighthouse Cloud,We appreciate the time you invested in the recruitment process. We have decided to continue with other candidates whose experience more closely matches the current requirements.,automated,ats,medium,Lighthouse Cloud,,,,,
JOB-01540,job_search,acceptance_progression,second_interview,Assessment invitation,We would like to invite you to complete the next stage of our selection process. The assessment will help the team evaluate your skills for the Sales Development Representative role.,semi_automated,hiring_manager,hard,,,,Sales Development Representative,,
JOB-01541,job_search,rejection,generic_automated_rejection,Your application with Northstar Technologies,We appreciate the time you invested in the recruitment process. We have decided to continue with other candidates whose experience more closely matches the current requirements.,semi_automated,hr,easy,Northstar Technologies,,,,,
JOB-01542,job_search,application_notification,application_submitted,Application status update,Your application for Business Analyst is currently under review. We are assessing applications against the requirements of the role and will provide an update when the review is complete. Please note that this message is only a confirmation that we received your application.,automated,recruiter,hard,,,,Business Analyst,,
JOB-01543,job_search,rejection,post_application_review,Update on your Customer Success Manager application,"Thank you for applying for the Customer Success Manager position at Vertex Consulting. After careful consideration, we have decided not to move forward with your application at this time.",human,recruiter,easy,Vertex Consulting,,,Customer Success Manager,,
JOB-01544,job_search,application_notification,application_status_update,More opportunities for you,"Thank you for applying for Content Strategist. While your application is being reviewed, you may also be interested in other roles that match your profile at Horizon Labs.",human,hiring_manager,medium,Horizon Labs,,,Content Strategist,,
JOB-01545,job_search,acceptance_progression,second_interview,We'd like to move forward,Thank you for speaking with us. The team enjoyed learning about your experience and would like to continue the conversation. We would like to arrange the next interview with you.,automated,recruiter,hard,,,,,,
JOB-01546,job_search,acceptance_progression,assessment,Offer from Redwood Solutions,"We are pleased to offer you the Marketing Manager position. The offer details, proposed start date, and terms are available in the candidate portal at https://example.test/offer.",semi_automated,hiring_manager,hard,Redwood Solutions,,,Marketing Manager,,https://example.test/offer.
JOB-01547,job_search,rejection,other_candidates,Application outcome,The review for the Customer Success Manager position is now complete. We will be moving forward with another candidate. Thank you for your interest in Northstar Technologies.,semi_automated,hiring_manager,easy,Northstar Technologies,,,Customer Success Manager,,
JOB-01548,job_search,acceptance_progression,first_interview,Offer from Cedar Digital,"Hello Liam,

We are pleased to offer you the Data Analyst position. The offer details, proposed start date, and terms are available in the candidate portal at https://example.test/offer.

The interview team is based in Helsinki.",human,recruiter,easy,Cedar Digital,,Helsinki,Data Analyst,,https://example.test/offer.
JOB-01549,job_search,acceptance_progression,availability_request,Assessment invitation,"Hello Morgan,

We would like to invite you to complete the next stage of our selection process. The assessment will help the team evaluate your skills for the Data Analyst role.

The interview team is based in Helsinki.",human,hiring_manager,easy,,,Helsinki,Data Analyst,,
JOB-01550,job_search,rejection,post_application_review,Regarding your application,Thank you for speaking with our team about the DevOps Engineer role. we will not be progressing your application to the next stage.,human,company,medium,,,,DevOps Engineer,,
JOB-01551,job_search,rejection,generic_automated_rejection,Regarding your application,"Thank you for speaking with our team about the Project Coordinator role. Unfortunately, we will not be progressing your application to the next stage.

Best regards,
Avery Patel",human,hiring_manager,easy,,Avery Patel,,Project Coordinator,,
JOB-01552,job_search,rejection,different_direction,Regarding your application,Thank you for speaking with our team about the Machine Learning Engineer role. we will not be progressing your application to the next stage.,human,company,easy,,,,Machine Learning Engineer,,
JOB-01553,job_search,acceptance_progression,final_interview,Interview invitation — Business Analyst,We have reviewed your application for the Business Analyst position at Meridian Health and would like to invite you to the next stage of the process. Please use https://example.test/schedule to select a convenient time.,semi_automated,recruiter,easy,Meridian Health,,,Business Analyst,,https://example.test/schedule
JOB-01554,job_search,acceptance_progression,final_interview,Interview invitation — Machine Learning Engineer,We have reviewed your application for the Machine Learning Engineer position at BrightPath Energy and would like to invite you to the next stage of the process. Please use https://example.test/schedule to select a convenient time.,automated,company,hard,BrightPath Energy,,,Machine Learning Engineer,,https://example.test/schedule
JOB-01555,job_search,rejection,other_candidates,Regarding your application,Thank you for speaking with our team about the Data Analyst role. we will not be progressing your application to the next stage.,human,hr,medium,,,,Data Analyst,,
JOB-01556,job_search,rejection,post_final_interview,Your application with Vertex Consulting,We appreciate the time you invested in the recruitment process. We have decided to continue with other candidates whose experience more closely matches the current requirements.,semi_automated,hr,easy,Vertex Consulting,,,,,
JOB-01557,job_search,rejection,post_final_interview,Your application with BrightPath Energy,We appreciate the time you invested in the recruitment process. We have decided to continue with other candidates whose experience more closely matches the current requirements.,automated,hiring_manager,hard,BrightPath Energy,,,,,
